,id,count,tracking,binary_tracker,prediction
15,assets.adobedtm.com,2962,0.7295746117488183,1,0.0
118,script.hotjar.com,579,1.0,1,0.0
130,zippyfrog.co,34,1.0,1,0.0
195,ynuf.aliapp.org,25,0.0,0,1.0
228,www.baidu.com,51,0.0,0,1.0
260,static.cloudflareinsights.com,402,1.0,1,0.0
265,benchmark.1e100cdn.net,20,0.0,0,1.0
279,az725175.vo.msecnd.net,4,1.0,1,0.0
325,tag.aticdn.net,26,0.9615384615384616,1,0.0
337,banners-cdn77.trafficfactory.biz,2,1.0,1,0.0
355,www.paypal.com,59,0.711864406779661,1,0.0
395,s.u7u9.com,3,0.0,0,1.0
410,a1.nyt.com,4,0.0,0,1.0
482,pr-bh.ybp.yahoo.com,98,0.9897959183673468,1,0.0
496,core.iprom.net,1,1.0,1,0.0
535,p.twitchcdn.net,3,0.0,0,1.0
644,static.scroll.com,50,0.0,0,1.0
651,www.booking.com,1,0.0,0,1.0
678,hulkprod.anm.co.uk,15,0.2666666666666666,0,1.0
751,video-api.shdsvc.dowjones.io,10,0.0,0,1.0
768,www.asadcdn.com,65,1.0,1,0.0
769,experience.tinypass.com,65,0.0,0,1.0
785,upx.provenpixel.com,1,1.0,1,0.0
841,cnstrc.com,4,0.0,0,1.0
847,edge.curalate.com,46,1.0,1,0.0
881,auth.services.adobe.com,1,0.0,0,1.0
892,config.trackingplan.com,4,0.0,0,1.0
946,b2bsync.taobao.com,1,0.0,0,1.0
950,whitesaas.com,3,0.0,0,1.0
977,dev.visualwebsiteoptimizer.com,402,1.0,1,0.0
986,video.ktkjmp.com,34,1.0,1,0.0
1040,assets.bounceexchange.com,254,1.0,1,0.0
1050,dis.criteo.com,137,1.0,1,0.0
1098,prebid.the-ozone-project.com,9,1.0,1,0.0
1125,xhamster.com,2,1.0,1,0.0
1200,js.usemessages.com,67,0.0,0,1.0
1203,js.hs-banner.com,372,0.0,0,1.0
1259,cdn.jwplayer.com,90,0.0,0,1.0
1278,c.lytics.io,93,1.0,1,0.0
1285,geo.privacymanager.io,222,0.0,0,1.0
1318,b92.yahoo.co.jp,73,0.2465753424657534,0,1.0
1319,b90.yahoo.co.jp,6,0.0,0,1.0
1342,aeu.alicdn.com,12,0.0,0,1.0
1466,api.intentiq.com,11,0.0,0,1.0
1467,map.brightcove.com,3,0.0,0,1.0
1512,logo.samandehi.ir,9,0.0,0,1.0
1559,embed.acuityscheduling.com,1,0.0,0,1.0
1560,d3e54v103j8qbb.cloudfront.net,72,0.0,0,1.0
1599,g.api.mega.co.nz,2,0.0,0,1.0
1733,www.upsellit.com,12,1.0,1,0.0
1833,static-de.ad4mat.net,12,1.0,1,0.0
1862,cdn.krxd.net,176,1.0,1,0.0
1893,s2.zdmimg.com,6,1.0,1,0.0
1927,uct.service.usercentrics.eu,15,0.0,0,1.0
1964,kit.fontawesome.com,108,0.0,0,1.0
2008,mixer.mobon.net,3,0.0,0,1.0
2026,am-match.taboola.com,46,0.0,0,1.0
2060,sadmin.brightcove.com,3,0.0,0,1.0
2123,player.cnevids.com,10,0.0,0,1.0
2163,webmdcom.tt.omtrdc.net,2,0.5,1,0.0
2199,cdn.matomo.cloud,12,1.0,1,0.0
2260,rax.my.salesforce.com,1,0.0,0,1.0
2345,june.takingbackjuly.com,25,1.0,1,0.0
2354,cm.jd.com,1,0.0,0,1.0
2392,d3cxv97fi8q177.cloudfront.net,2,1.0,1,0.0
2509,abtest.conteudo.uol,1,0.0,0,1.0
2542,c.riskified.com,28,0.0,0,1.0
2550,dcf.espn.com,150,0.46,0,1.0
2609,banners.adfox.ru,89,1.0,1,0.0
2657,cdn.insurads.com,40,1.0,1,0.0
2658,stats.datawrapper.de,5,1.0,1,0.0
2669,delivery.adnuntius.com,3,1.0,1,0.0
2677,dsp.active-agent.com,27,0.0,0,1.0
2851,link.h-cdn.com,21,0.0,0,1.0
2885,cdn.segment.io,30,1.0,1,0.0
2898,cdn.exelator.com,9,1.0,1,0.0
2899,signal-segments.s-onetag.com,52,1.0,1,0.0
3027,assets.adobetarget.com,2,1.0,1,0.0
3157,jumbe.zaius.com,2,1.0,1,0.0
3189,uuee.spxl.socy.es,6,1.0,1,0.0
3202,ajax.aspnetcdn.com,28,0.0,0,1.0
